settlement_id,payment_id,order_id,gross,mdr,gst_on_mdr,net,utr,settlement_date,on_hold,method,dispute_id
setl_10a92266f7b494,pay_30d6c728f7b7a0,order_1260,999,19.98,3.6,975.42,UTR5000548312,2026-08-16,False,Wallet,
setl_99f69cdadacbac,pay_0d8f9149eb74c6,order_1437,2499,49.98,9.0,2440.02,UTR2269366925,2026-08-05,False,Card,
setl_c1b77e10f31a72,pay_af433fd389e1bc,order_1432,9999,199.98,36.0,9763.02,UTR5292577495,2026-08-13,False,Netbanking,
setl_6607904ae90ef7,pay_da2b874af7a6b1,order_1287,9999,199.98,36.0,9763.02,UTR2189293820,2026-08-17,False,UPI,
setl_65c20f1eab3d48,pay_ffcbb778eb498e,order_1051,1499,29.98,5.4,1463.62,UTR2027708670,2026-08-07,False,Card,
setl_03b0eaed7a5bed,pay_1a0f20130a6799,order_1131,9999,199.98,36.0,9763.02,UTR9764538552,2026-08-04,False,Card,
setl_d840f63b1d151c,pay_9c1a58c59567dc,order_1182,2499,49.98,10.0,2439.02,UTR6195790140,2026-08-16,False,UPI,
setl_78b1f8b3350091,pay_3057353f019260,order_1422,1499,29.98,5.4,1463.62,UTR1898010833,2026-08-23,False,Netbanking,
setl_a52bffe1a804f5,pay_df921ae4aa2b18,order_1037,2499,49.98,9.0,1690.32,UTR1590838716,2026-08-09,False,UPI,
setl_9f095c6f1e3068,pay_3a641c58ad50e4,order_1010,4999,99.98,18.0,4881.02,UTR6859286614,2026-08-09,False,Netbanking,
setl_1ec91cb14ac7f2,pay_0616beab7553cc,order_1149,4999,99.98,18.0,4881.02,UTR9215678070,2026-08-11,False,UPI,
setl_06e60ab5cdc65f,pay_34760bc7182f9b,order_1369,9999,199.98,36.0,9763.02,UTR3372465431,2026-08-11,False,UPI,
setl_5a646d0f62ad71,pay_39c55d9cea2336,order_1321,9999,199.98,36.0,9763.02,UTR4465676206,2026-08-06,False,UPI,
setl_e63bc910ab552a,pay_3cc69bcb1273d4,order_1116,1499,29.98,5.4,1463.62,UTR8218146534,2026-08-11,False,UPI,
setl_3659f30938c50c,pay_e43cafffee12ec,order_1217,999,19.98,3.6,675.72,UTR9099596606,2026-08-19,False,Card,
setl_0d03f9b8d41bd7,pay_efcea23dc0ef8c,order_1303,2499,49.98,9.0,2440.02,UTR2129819217,2026-08-18,False,UPI,
setl_ae5f34342d3324,pay_37cdc66d005827,order_1216,499,9.98,1.8,487.22,UTR5884423780,2026-08-03,False,Card,
setl_edd910fcfcfc9d,pay_2d8c51387fccc8,order_1199,499,9.98,1.8,487.22,UTR9770191959,2026-08-20,False,UPI,
setl_54be6efa9a1b09_dup,pay_e50867321da263,order_1397,1499,29.98,5.4,1463.62,UTR5382988867,2026-08-15,False,Card,
setl_1c38a2795131a4,pay_b25f1810de2190,order_1443,1499,29.98,5.4,1463.62,UTR9801179137,2026-08-21,False,Netbanking,
setl_996cc4bf686f16,pay_a917f1b84c7729,order_1326,999,19.98,3.6,675.72,UTR7746298485,2026-08-06,False,Netbanking,
setl_421f81884fc924,pay_5e1cb0ca3348ca,order_1148,1499,29.98,5.4,1463.62,UTR2905452099,2026-08-20,False,UPI,
setl_59a1df1b50a8ff,pay_ae2cbe2f6f2f3b,order_1450,4999,99.98,18.0,3381.32,UTR9657075293,2026-08-13,False,Card,
setl_c521c650f477e9,pay_ae9feb47eae46e,order_1158,999,19.98,3.6,975.42,UTR3113370001,2026-08-23,False,UPI,
setl_4a21e7058ae1c3,pay_bb3327a321e3ae,order_1424,999,19.98,3.6,975.42,UTR5760712372,2026-08-16,False,Card,
setl_1b3f317f9f3b35,pay_c1eb0fae159528,order_1167,1499,29.98,5.4,1463.62,UTR8216518899,2026-08-19,False,UPI,
setl_4bd8a4d1e5c256,pay_6e5670dfa4a116,order_1266,2499,49.98,9.0,2440.02,UTR8287228425,2026-08-20,False,Netbanking,
setl_02df01c129e367,pay_bfe98c567868de,order_1433,9999,199.98,36.0,9763.02,UTR6212809380,2026-08-18,False,Card,
setl_f6125694adfe4d,pay_149ed1e6c553c7,order_1275,2499,49.98,9.0,2440.02,UTR5462987469,2026-08-04,False,UPI,
setl_f3bcf09d8bcbb4,pay_06720eafebb34a,order_1383,499,9.98,1.8,487.22,UTR6872496562,2026-08-22,False,UPI,
setl_35cfde8991724e,pay_68b57f00402e0f,order_1133,999,19.98,3.6,975.42,UTR2289789131,2026-08-10,False,UPI,
setl_1ec91cb14ac7f2_dup,pay_0616beab7553cc,order_1149,4999,99.98,18.0,4881.02,UTR9215678070,2026-08-11,False,UPI,
setl_846fed4df6511b,pay_226b0bfb39b2fc,order_1245,499,9.98,1.8,487.22,UTR3470966406,2026-08-08,False,Card,
setl_baf7bef4958f52,pay_5616842b488b91,order_1144,4999,99.98,18.0,4881.02,UTR8008775062,2026-08-18,False,Card,
setl_e6f26b6e3d4da2,pay_2d903e63487505,order_1222,4999,99.98,18.0,4881.02,UTR3523258748,2026-08-12,False,Card,
setl_f7cbd78eb9503c,pay_113b2efaa4a904,order_1497,499,9.98,1.8,487.22,UTR6981473909,2026-08-04,True,Card,
setl_54be6efa9a1b09,pay_e50867321da263,order_1397,1499,29.98,5.4,1463.62,UTR5382988867,2026-08-15,False,Card,
setl_5afb833d85edc7,pay_b68c10f1020c9d,order_1290,9999,199.98,36.0,6763.32,UTR4753702208,2026-08-15,False,UPI,
setl_45a577c71a14de,pay_375ab29cf25cba,order_1111,999,19.98,3.6,975.42,UTR3691307645,2026-08-11,False,UPI,
setl_2ca3119d04819c,pay_f23932b8dd75ad,order_1261,1499,29.98,5.4,1463.62,UTR3369496447,2026-08-09,False,Netbanking,
setl_cbab8359d51bd1,pay_14b7fcf9ea8954,order_1203,499,9.98,1.8,487.22,UTR4816118375,2026-08-16,False,UPI,
setl_b3e0db5666b64f,pay_c61e4882644875,order_1230,499,9.98,1.8,487.22,UTR4801044279,2026-08-16,False,UPI,
setl_d0e569dc6a1f3f,pay_0c3e6fb81b6dff,order_1435,999,19.98,3.6,975.42,UTR9149673063,2026-08-11,False,UPI,
setl_eb8c2ddfa2b7b8,pay_37f341cce70783,order_1147,499,9.98,1.8,487.22,UTR5004358412,2026-08-12,False,Card,
setl_c4fa43698e8867,pay_2a18faabe8a171,order_1194,9999,199.98,36.0,9763.02,UTR8786023064,2026-08-21,False,UPI,
setl_025fa60ca29216,pay_90577edf7e72c6,order_1373,999,19.98,3.6,975.42,UTR2448757826,2026-08-11,False,UPI,
setl_78bbe6120813d1,pay_bd0b9d43877f37,order_1310,2499,49.98,9.0,2440.02,UTR3092479645,2026-08-18,False,Netbanking,
setl_1445823bb16863,pay_b8d8eb743ac8a4,order_1013,2499,49.98,9.0,2440.02,UTR3987248494,2026-08-15,False,Netbanking,
setl_9449d57cd8dfaa,pay_10dc81ad5fd018,order_1441,499,9.98,1.8,487.22,UTR6496700122,2026-08-14,False,Netbanking,
setl_99f72b2dab0a6b,pay_171cb6353f0a27,order_1166,4999,99.98,18.0,4881.02,UTR6568811580,2026-08-04,False,UPI,
setl_a164095fe5f405,pay_f0dd803181139d,order_1298,1499,29.98,5.4,1463.62,UTR1109673244,2026-08-07,False,UPI,
setl_c6a321a4dc9038,pay_6556b3333da9e8,order_1365,999,19.98,3.6,975.42,UTR2854497381,2026-08-15,False,UPI,
setl_5d3aa3b52692d4,pay_2c7c19a6f60350,order_1096,1499,29.98,5.4,1463.62,UTR6745958212,2026-08-17,False,Card,
setl_65dcd484911bf0,pay_96c84d2b8fe4ab,order_1453,499,9.98,1.8,487.22,UTR1184146454,2026-08-04,False,UPI,
setl_f4b55167db76e2,pay_ddd5a61de02a5e,order_1099,999,19.98,3.6,975.42,UTR4626454979,2026-08-04,False,UPI,
setl_9770424e70acb4,pay_6c0141cdd0d708,order_1022,499,9.98,1.8,487.22,UTR2752306681,2026-08-20,False,Wallet,
setl_f5b890314c4c9a,pay_f1e43fed9eeaf0,order_1421,9999,199.98,36.0,9763.02,UTR2532820191,2026-08-22,False,UPI,
setl_77f88b7028e1d1,pay_a68cd9afbfb628,order_1204,1499,29.98,5.4,1463.62,UTR2243782053,2026-08-21,False,UPI,
setl_3a5f0275712554_dup,pay_6ac0a68b20da72,order_1043,499,9.98,1.8,487.22,UTR4159699467,2026-08-03,False,UPI,
setl_6e7dc07e458fa1,pay_b268cb215361f7,order_1343,2499,49.98,8.5,2440.52,UTR1843046681,2026-08-21,False,UPI,
setl_e633b1b2bb6019,pay_3d5721e5dc27d8,order_1259,2499,49.98,9.0,2440.02,UTR4738670174,2026-08-22,False,UPI,
setl_94f1c9c3877df4,pay_d97720f7d61a02,order_1019,4999,99.98,18.0,4881.02,UTR4178659381,2026-08-04,False,UPI,
setl_8cea8dde2124cc,pay_aabaf4660b93b3,order_1094,999,19.98,3.6,675.72,UTR3810775408,2026-08-13,False,UPI,
setl_d6090d03643a57,pay_fcc647eba1a58b,order_1339,9999,199.98,36.0,9763.02,UTR1655432544,2026-08-09,False,UPI,
setl_c3cc69f09082a7,pay_a9294ce9cdfe1d,order_1438,2499,49.98,9.0,2440.02,UTR8052061218,2026-08-03,False,Card,
setl_5693818c4fa1f6,pay_f3507ea78d6ebc,order_1048,1499,29.98,5.4,1463.62,UTR9327720702,2026-08-20,False,UPI,
setl_04cce1bed8ea16,pay_2128911fc51991,order_1416,499,9.98,1.8,337.52,UTR2804621381,2026-08-12,False,UPI,
setl_c8dda4ab19d085,pay_e2246e548e8c21,order_1174,2499,49.98,9.0,2440.02,UTR4911804606,2026-08-16,False,UPI,
setl_15944105c2cac8,pay_c2c41f3fc18e9c,order_1244,2499,49.98,9.0,2440.02,UTR3543952630,2026-08-18,False,UPI,
setl_a3137b7bd95451,pay_2794f8a23d805f,order_1215,499,9.98,1.8,487.22,UTR9605813398,2026-08-18,False,Card,
setl_2d72285bc018fd,pay_d5db0b16ee6f73,order_1491,999,19.98,3.6,975.42,UTR8253543947,2026-08-08,False,UPI,
setl_3a35dda7f6462c,pay_bd0132bcd56aa7,order_1419,499,9.98,1.8,487.22,UTR7546741316,2026-08-17,False,UPI,
setl_440ec2bd61f470,pay_3b3a63a26ab8aa,order_1430,2499,49.98,9.0,1690.32,UTR8007807461,2026-08-12,False,UPI,
setl_289c38889e247f,pay_07410812f5cd68,order_1473,4999,99.98,18.0,4881.02,UTR5587668727,2026-08-17,False,Card,
setl_d92bc394580434,pay_341ca2b411bc60,order_1308,9999,199.98,36.0,9763.02,UTR7319616386,2026-08-21,False,UPI,
setl_39b976987855d2,pay_62403ca47ca13b,order_1325,9999,199.98,36.0,9763.02,UTR3996707622,2026-08-18,False,UPI,
setl_d179175fb0608d,pay_90e8772c554886,order_1101,4999,99.98,18.0,4881.02,UTR8033172680,2026-08-22,False,UPI,
setl_a1a06765e7228a,pay_6f39d3b4acc908,order_1016,4999,99.98,18.0,3381.32,UTR8622026979,2026-08-20,False,UPI,
setl_9de860b17e4054,pay_413953fe4b1df1,order_1291,1499,29.98,5.4,1463.62,UTR1598240097,2026-08-04,False,Card,
setl_24f98b098d2f12,pay_73606f4c76ff8b,order_1006,4999,99.98,18.0,4881.02,UTR6305160342,2026-08-05,False,Netbanking,
setl_7ca220217d82a4,pay_268f14f3341712,order_1444,2499,49.98,9.0,2440.02,UTR8858705275,2026-08-08,False,Card,
setl_8b2e33d4bfd067,pay_f009fe81674cef,order_1499,999,19.98,3.6,975.42,UTR2409143287,2026-08-13,False,UPI,
setl_640d2369e75bc7,pay_4c544d7d9f1e8d,order_1095,9999,199.98,36.0,6763.32,UTR1249166485,2026-08-08,False,UPI,
setl_5b27f8f24b12bb,pay_dc8bfdbbc6e120,order_1175,1499,29.98,5.4,1013.92,UTR1901260260,2026-08-07,False,UPI,
setl_68fb889dc05388,pay_c7509f2dc4c1c2,order_1452,1499,29.98,5.4,1463.62,UTR7133865128,2026-08-15,False,Wallet,
setl_18f0cd87f076a7,pay_a00c3520b8b7c8,order_1030,2499,49.98,9.0,2440.02,UTR4862321353,2026-08-05,False,Card,
setl_f5ae198bee2e2e,pay_a06b1c08e6ee73,order_1052,2499,49.98,9.0,2440.02,UTR1160916026,2026-08-18,False,Card,
setl_e22d008ffc4452,pay_9df39235de99eb,order_1357,4999,99.98,18.0,4881.02,UTR4866461018,2026-08-08,False,UPI,
setl_c116881189cd06,pay_6c43146c2651f7,order_1064,499,9.98,1.8,487.22,UTR5201221330,2026-08-20,False,UPI,
setl_f066f1541fa3ba,pay_9823fb5f631878,order_1341,2499,49.98,9.0,2440.02,UTR9436322799,2026-08-18,False,Card,
setl_165d1482e55fcd,pay_b3992d022fe362,order_1457,4999,99.98,18.0,4881.02,UTR9330931447,2026-08-09,False,UPI,
setl_17d6a7011ae39f,pay_562b316492bcfa,order_1240,2499,49.98,9.0,2440.02,UTR3546395964,2026-08-11,False,UPI,
setl_a8f790976f2880,pay_df382fc875c9bb,order_1354,1499,29.98,5.4,1463.62,UTR1635140305,2026-08-18,False,UPI,
setl_4dad0da36f15d8,pay_2b09a024c90a06,order_1137,999,19.98,3.6,975.42,UTR1092292243,2026-08-09,False,Netbanking,
setl_f3d2392345140b,pay_e19cda91438502,order_1434,9999,199.98,36.0,9763.02,UTR7597520872,2026-08-12,False,UPI,
setl_defe12b958d295,pay_fb83a953f2ecdf,order_1439,9999,199.98,36.0,9763.02,UTR2142626871,2026-08-07,False,Card,
setl_228f8ed4d7cb51,pay_abadaea479b14b,order_1027,499,9.98,1.8,487.22,UTR7688606771,2026-08-07,False,Card,
setl_b07804154e9047,pay_865057ab38ff62,order_1314,499,9.98,1.8,487.22,UTR7246947116,2026-08-11,False,UPI,
setl_90435558869324,pay_a848c2d4906060,order_1428,999,19.98,3.6,675.72,UTR5505411721,2026-08-13,False,Card,
setl_b47868adc92872,pay_80969e88f7c53c,order_1112,4999,99.98,18.0,4881.02,UTR2541015125,2026-08-07,False,Card,
setl_c9d1803de701ee,pay_3adadc16800276,order_1062,4999,99.98,18.0,4881.02,UTR8947526020,2026-08-04,False,Wallet,
setl_d06cb6e32a5460,pay_a11f39b9db0a77,order_1350,2499,49.98,9.0,2440.02,UTR8228480197,2026-08-11,False,Wallet,
setl_ab4148c1569fd3,pay_34317cb39605c3,order_1145,1499,29.98,5.4,1463.62,UTR9229857657,2026-08-18,False,UPI,
setl_af8b51579a6bd4,pay_bb4bdbea3945af,order_1104,2499,49.98,9.0,2440.02,UTR3245108207,2026-08-03,False,UPI,
setl_24eaad155f9084,pay_1de31c67a36ea7,order_1272,499,9.98,1.8,487.22,UTR3603225974,2026-08-09,False,UPI,
setl_5155afdab503b5,pay_20b9dc925c9a17,order_1086,499,9.98,1.8,487.22,UTR5501759051,2026-08-03,True,Card,
setl_9a7a24347c6571,pay_43efdb01832646,order_1305,499,9.98,1.8,487.22,UTR7215560350,2026-08-12,False,Card,
setl_fac3161e3cb4b3,pay_a9456dc43e6a77,order_1380,4999,99.98,18.0,4881.02,UTR6845185592,2026-08-12,False,Card,
setl_b35ffcb8c2e08a,pay_03806edc41754c,order_1079,9999,199.98,36.0,9763.02,UTR9379439373,2026-08-03,False,Card,
setl_decb071dff7ef7,pay_37bc5ff7ab169b,order_1235,4999,99.98,18.0,4881.02,UTR2045206074,2026-08-10,False,Card,
setl_9c8a0110ed51e5,pay_92faca9c253bc7,order_1366,9999,199.98,36.0,9763.02,UTR5114392203,2026-08-07,False,Card,
setl_c113b8b357ab2f,pay_bc9e13a299aaf5,order_1067,2499,49.98,9.0,2440.02,UTR6563839027,2026-08-06,False,UPI,
setl_441384af42d0ff,pay_86930990e88b4d,order_1253,999,19.98,3.6,975.42,UTR1499010108,2026-08-20,False,UPI,
setl_782d89c28dd842,pay_7f2e16b7669251,order_1045,9999,199.98,36.0,9763.02,UTR9138644862,2026-08-10,False,UPI,
setl_2f2f51d1e02df1,pay_edf36d657e6fca,order_1024,1499,29.98,5.4,1463.62,UTR7586857685,2026-08-13,False,Card,
setl_a2c394300263ce,pay_ec68a8b8f2d5bb,order_1403,2499,49.98,9.0,2440.02,UTR7735311158,2026-08-20,False,UPI,
setl_b6374f76001b51,pay_f4d2c70001c13c,order_1465,4999,99.98,18.0,4881.02,UTR5556111786,2026-08-03,False,UPI,
setl_b1b392d45c475b,pay_35ac25dc97e3a2,order_1136,999,19.98,3.6,975.42,UTR8517718126,2026-08-09,False,UPI,
setl_36cb5d51932a42,pay_3e92701f2c674c,order_1313,2499,49.98,9.0,2440.02,UTR7191825941,2026-08-20,False,Card,
setl_be0bf993fe7471,pay_4de0f3dc5dd29c,order_1084,999,19.98,3.6,975.42,UTR1939777262,2026-08-22,False,UPI,
setl_642b6406edf2a3,pay_e374fa7e7e34bf,order_1364,2499,49.98,9.0,2440.02,UTR9090093992,2026-08-16,False,Card,
setl_6ea67a9ec825f5,pay_85b61a5b5bc4c4,order_1288,4999,99.98,18.0,4881.02,UTR1290210829,2026-08-15,False,Netbanking,
setl_91064a3578a444,pay_bcb82f9a320fe6,order_1250,1499,29.98,5.4,1463.62,UTR6355689517,2026-08-16,False,UPI,
setl_c01400c8a86b18,pay_1798ffe2d95acf,order_1076,4999,99.98,18.0,4881.02,UTR2191714875,2026-08-07,False,UPI,
setl_e521369dc13a91,pay_7d13882f0a6892,order_1363,9999,199.98,36.0,9763.02,UTR8064319924,2026-08-18,False,Card,
setl_fb7e89c69a8522,pay_c683697c20bd93,order_1183,9999,199.98,36.0,9763.02,UTR8920443666,2026-08-12,False,UPI,
setl_2af2e861c8acda,pay_5dd95ff3f3adc9,order_1270,1499,29.98,5.4,1463.62,UTR2384717361,2026-08-20,False,UPI,
setl_80f49e8ab8043f,pay_3f66101894fccb,order_1359,499,9.98,1.8,487.22,UTR4002968632,2026-08-16,False,UPI,
setl_83a68cbb066caf,pay_04cfa20c38579a,order_1105,499,9.98,1.8,337.52,UTR8489005480,2026-08-03,False,Card,
setl_e3eaa9c516827e,pay_b7f6181573c3df,order_1300,999,19.98,3.6,975.42,UTR9059101113,2026-08-08,False,UPI,
setl_52a5e88c0c7d02,pay_190f7014fcf856,order_1262,9999,199.98,36.0,9763.02,UTR3688446467,2026-08-17,False,UPI,
setl_b1bdec9a6bb6a8,pay_16b2eec347e128,order_1236,2499,49.98,9.0,2440.02,UTR6255110825,2026-08-10,False,UPI,
setl_18cc9a06acd791,pay_8287f9c62d13cf,order_1117,1499,29.98,5.4,1463.62,UTR2592724766,2026-08-10,False,UPI,
setl_bb359e9290f07c,pay_9ca92fd1d7f9d4,order_1165,499,9.98,1.8,487.22,UTR7576117754,2026-08-16,False,Card,
setl_9770424e70acb4_dup,pay_6c0141cdd0d708,order_1022,499,9.98,1.8,487.22,UTR2752306681,2026-08-20,False,Wallet,
setl_caae68aed124b9,pay_a22107943bb7ae,order_1020,1499,29.98,5.4,1463.62,UTR5829062179,2026-08-17,False,UPI,
setl_f8fcc1b6ada8d3,pay_51b8b6950dd3f2,order_1254,1499,29.98,5.4,1463.62,UTR8528638280,2026-08-09,False,UPI,
setl_d53c156141d332,pay_44049eed1de923,order_1451,4999,99.98,18.0,4881.02,UTR8806269776,2026-08-09,False,Card,
setl_a46abea8370fee,pay_34c2754ae0bc0e,order_1186,1499,29.98,5.4,1463.62,UTR4249864004,2026-08-05,False,UPI,
setl_8d4194ab19b0da,pay_e509f9d326f199,order_1407,9999,199.98,36.0,9763.02,UTR8775053826,2026-08-18,False,Wallet,
setl_3e2f2b403806c7,pay_4076a69587ed75,order_1402,4999,99.98,18.0,4881.02,UTR6518720178,2026-08-13,False,Card,
setl_daaba47a49fd0c,pay_364eb87bbaeb30,order_1231,9999,199.98,36.0,9763.02,UTR4869746864,2026-08-15,False,Netbanking,
setl_fbac75d5e8d356,pay_d9fcd6def88948,order_1385,499,9.98,1.8,337.52,UTR2948429488,2026-08-10,False,Card,
setl_bf47505becde91,pay_731d9fd82214b7,order_1281,9999,199.98,36.0,9763.02,UTR1089022992,2026-08-19,False,Netbanking,
setl_29799d624fc6bf,pay_650f4bf18c854c,order_1493,9999,199.98,36.0,9763.02,UTR4975831753,2026-08-19,False,UPI,
setl_e72b17357ce3e0,pay_ce07c99dc516be,order_1292,999,19.98,3.6,675.72,UTR9667651430,2026-08-20,False,UPI,
setl_05bf9cc33fce3a,pay_88b8ae9922b9eb,order_1038,4999,99.98,17.5,4881.52,UTR7560389844,2026-08-17,False,Card,
setl_fbdd998758a8db,pay_fb3f90058747e1,order_1337,999,19.98,3.6,675.72,UTR8469198298,2026-08-05,False,UPI,
setl_7fa5ceb9f9b55c,pay_30ea4207e0c6ae,order_1372,1499,29.98,5.4,1463.62,UTR7395581932,2026-08-18,False,Wallet,
setl_e6ccb3a86f9027,pay_87e01d9c07021a,order_1162,499,9.98,1.8,487.22,UTR6588610432,2026-08-23,False,UPI,
setl_3341bd1280a686,pay_40925c9ca66f60,order_1181,499,9.98,1.8,487.22,UTR3525394550,2026-08-18,False,UPI,
setl_0ba3f9f9f10c4d,pay_a2bf8f98c7249f,order_1263,499,9.98,1.8,487.22,UTR5699183813,2026-08-18,False,UPI,
setl_9e5e4fafea2ece,pay_7869a2cb76a2a6,order_1496,1499,29.98,4.9,1464.12,UTR1045422189,2026-08-04,False,UPI,
setl_3191c39a46b73c,pay_c39a06ce95fc75,order_1214,499,9.98,1.8,487.22,UTR8534977387,2026-08-07,False,Card,
setl_934ead07975955,pay_f6651e38c1443b,order_1247,499,9.98,1.8,487.22,UTR6094508552,2026-08-14,False,UPI,
setl_bc9c2ded81a225,pay_f4f87fd7312742,order_1053,999,19.98,3.6,975.42,UTR6415031531,2026-08-03,False,UPI,
setl_fa610ae411df34,pay_0d625dff9710b6,order_1487,2499,49.98,9.0,2440.02,UTR2391273095,2026-08-20,False,Card,
setl_71fe6ebc0c0961,pay_ced37fdd831971,order_1213,499,9.98,1.8,487.22,UTR5519178084,2026-08-20,False,UPI,
setl_c2d41b22701978,pay_95c9dc3723e886,order_1463,1499,29.98,5.4,1463.62,UTR3660409168,2026-08-04,True,Card,
setl_c512c840ecc112,pay_f1cc42c58d8879,order_1413,999,19.98,3.6,675.72,UTR3296988157,2026-08-19,False,Wallet,
setl_68a16bfbe2533d,pay_ad36f6decf50aa,order_1178,2499,49.98,9.0,2440.02,UTR7438628899,2026-08-06,False,Card,
setl_ec0ef1f0dd3073,pay_18f0251dea32f3,order_1340,2499,49.98,9.0,2440.02,UTR4498248368,2026-08-21,False,Wallet,
setl_b8c2f29fcf88a3,pay_235a16d5c87149,order_1446,4999,99.98,18.0,4881.02,UTR7622228153,2026-08-22,False,UPI,
setl_9bc1cfe2928c12,pay_6911ec2d088c78,order_1241,999,19.98,3.6,675.72,UTR1692392816,2026-08-23,False,UPI,
setl_600a9c4f40efa4,pay_b39c8663fa1959,order_1477,9999,199.98,36.0,9763.02,UTR7929459291,2026-08-20,False,UPI,
setl_520ba1d148d2e0_dup,pay_2a0ff1b5b37972,order_1256,2499,49.98,9.0,2440.02,UTR5927944597,2026-08-15,False,UPI,
setl_3e8c6854871f7d,pay_b87d5f0ef1f739,order_1059,999,19.98,3.6,975.42,UTR6638957137,2026-08-14,False,Card,
setl_026526ea94e475,pay_aabe7f3f4155e1,order_1257,1499,29.98,5.4,1463.62,UTR4388111272,2026-08-05,False,Netbanking,
setl_3e4087a18359fe,pay_7bbe2846d710a9,order_1171,1499,29.98,5.4,1463.62,UTR8962027840,2026-08-15,False,UPI,
setl_37357616a52e1d,pay_4a85f8791bdacb,order_1031,499,9.98,1.8,487.22,UTR8468071953,2026-08-16,False,UPI,
setl_65e9b0cf67f2e3,pay_310d427a6b525f,order_1409,4999,99.98,18.0,4881.02,UTR9405519914,2026-08-18,False,Card,
setl_3cc02d5cecd26b,pay_c40c465c5e9c45,order_1478,499,9.98,1.8,487.22,UTR7907338834,2026-08-06,False,Netbanking,
setl_725f4ae684911d,pay_4ed79a6b7a3a1e,order_1361,999,19.98,3.6,975.42,UTR3138752908,2026-08-05,False,UPI,
setl_46cf0feb64e552,pay_a752b4c370888e,order_1302,1499,29.98,5.4,1463.62,UTR7385051823,2026-08-11,False,Netbanking,
setl_585cf86a25e93d,pay_677f6c44a9c757,order_1322,9999,199.98,36.0,9763.02,UTR2867829945,2026-08-17,False,UPI,
setl_d1fc43990e8a43,pay_f4a91a9929e5e0,order_1046,9999,199.98,36.0,9763.02,UTR6572436051,2026-08-15,False,Card,
setl_ed50729d60a232,pay_f2d5aa94d01e72,order_1082,1499,29.98,5.4,1463.62,UTR4794276323,2026-08-17,False,Card,
setl_62dccf3ca63d1f,pay_efe72f0484e9f0,order_1347,1499,29.98,5.4,1463.62,UTR9128820465,2026-08-07,False,Card,
setl_9a91214938c3af,pay_754eb33d6d978a,order_1211,9999,199.98,36.0,9763.02,UTR7934038104,2026-08-20,False,Card,
setl_7e67850c1b6c89_dup,pay_c4ddaf34bc5b91,order_1091,999,19.98,3.6,975.42,UTR1247508299,2026-08-09,False,UPI,
setl_930241d467a182,pay_bbb44309d2564a,order_1088,2499,49.98,9.0,2440.02,UTR6096334921,2026-08-14,False,UPI,
setl_5845226d3c3a89,pay_e9b28832e89e38,order_1426,499,9.98,1.8,487.22,UTR3348171498,2026-08-16,False,Card,
setl_483ccca4eaa917,pay_a90be16b27a53e,order_1271,4999,99.98,18.0,4881.02,UTR1459890737,2026-08-06,False,UPI,
setl_f9df0c9c11623f,pay_96c26a4b43c86c,order_1355,999,19.98,3.6,975.42,UTR9716582685,2026-08-08,False,Card,
setl_41a90cf8a1a439,pay_096813bb3ed229,order_1110,1499,29.98,5.4,1463.62,UTR3815235019,2026-08-14,False,UPI,
setl_80d3762ed8eb65,pay_1b9175795419b3,order_1078,2499,49.98,9.0,2440.02,UTR9924456994,2026-08-13,False,UPI,
setl_e162f121223f06,pay_78d78de75abfe3,order_1168,9999,199.98,36.0,9763.02,UTR5001713266,2026-08-20,False,UPI,
setl_3a5f0275712554,pay_6ac0a68b20da72,order_1043,499,9.98,1.8,487.22,UTR4159699467,2026-08-03,False,UPI,
setl_af53f77f5beccd,pay_599453a72aeecb,order_1054,999,19.98,3.6,975.42,UTR9941564880,2026-08-22,False,UPI,
setl_6449d8ecb5882f,pay_cd063a5a4fe016,order_1431,1499,29.98,5.4,1463.62,UTR9854204279,2026-08-07,False,UPI,
setl_a839c0cb52f511,pay_a043bae1603803,order_1000,1499,29.98,5.4,1463.62,UTR9776552803,2026-08-22,True,UPI,
setl_fa72c2b7e8a00d,pay_24e96256d7aa4d,order_1060,9999,199.98,36.0,9763.02,UTR4282810353,2026-08-04,False,UPI,
setl_be20cf1385695a,pay_b016badf799826,order_1296,9999,199.98,36.0,9763.02,UTR1052996109,2026-08-22,False,Card,
setl_a01fb4339ce530,pay_521cf011821b60,order_1395,4999,99.98,17.5,4881.52,UTR4274273579,2026-08-13,False,Card,
setl_96d43c957a8cfb,pay_9a1e8a5b83a6b2,order_1011,9999,199.98,36.0,6763.32,UTR7954672204,2026-08-05,False,Card,
setl_54ac8fa40d538e,pay_4bc9054230e9fb,order_1228,9999,199.98,36.0,9763.02,UTR9043210080,2026-08-10,False,UPI,
setl_bafb5ae5d75996,pay_51349f18fd2f9f,order_1227,9999,199.98,36.0,9763.02,UTR1057087328,2026-08-10,False,Card,
setl_4f7bd1da43cdf8,pay_8f848699f8cec9,order_1484,2499,49.98,9.0,2440.02,UTR6046713478,2026-08-11,False,Netbanking,
setl_823778254659ca,pay_8ce7ca57201e5b,order_1036,499,9.98,1.8,487.22,UTR9995834531,2026-08-13,False,UPI,
setl_33d3001c8ef0db,pay_7e9ed34edda960,order_1411,9999,199.98,36.0,9763.02,UTR3848912787,2026-08-12,False,Wallet,
setl_520ba1d148d2e0,pay_2a0ff1b5b37972,order_1256,2499,49.98,9.0,2440.02,UTR5927944597,2026-08-15,False,UPI,
